AlogP,LogD,Molecular_PolarSurfaceArea,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,SMILES
1.428,1.189,102.81,372.445,5,0,3,Cc1cc(=O)n2nc(-c3cccs3)nc2n1CC(=O)N1CCN(C)CC1
3.343,2.117,57.79,384.535,3,1,4,[H][C@@]12CCCCN[C@]1([H])[C@@H](c1ccccc1)CCN2S(=O)(=O)Cc1ccccc1
1.699,0.967,67.08,277.365,4,1,5,Cc1nc(NCC(C(C)C)N(C)C)c2nc(C)oc2n1
4.835,5.243,29.54,357.445,2,0,3,COn1c(-c2ccc(C(C)(C)C)cc2)cc2cc3cccccc-3c2c1=O
2.849,2.847,112.93,469.481,5,2,6,CS(=O)(=O)N1CCN(Cc2ccc(Oc3cccc(C(F)(F)F)c3)c3c(N)n[nH]c23)CC1
3.045,3.045,53.64,258.294,2,1,3,CC(C)(C)n1cc(Nc2cccc(F)c2C#N)cn1
1.583,0.12,124.5,310.326,6,1,5,Cc1c(C(=O)OC(C)C)sc2ncn(CC(=O)O)c(=O)c12
5.21,3.736,82.81,538.65,6,1,8,Cc1nc2c(c(C)c(C)n2CCC2CCO2)c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O
2.844,2.844,139.22,446.543,5,2,5,NS(=O)(=O)c1ccc(Nc2ccc3cc(S(=O)(=O)N4CCCCC4)ccc3n2)cc1
4.662,4.662,135.88,531.626,6,2,7,COc1ccc(Nc2nnc(-c3ccc(C)c(S(=O)(=O)N4CCCCC4)c3)c3ccccc23)cc1C(N)=O
1.304,1.304,77.05,341.752,4,0,3,Cn1c(Cn2cc(-c3nnco3)ccc2=O)nc2cc(Cl)ccc21
2.151,0.686,95.08,337.434,4,1,5,O=C(O)CCN(C(=O)c1cc2c(s1)CCCC2)C1CCOCC1
3.281,3.272,72.47,411.453,4,2,2,O=C1CC(c2ccc3c(c2)OCO3)CC2=C1C(c1ccncc1)Nc1ccccc1N2
2.997,2.997,46.39,275.305,2,1,1,Cn1cc(-c2n[nH]c(=O)c3ccccc23)c2ccccc21
1.891,1.62,102.82,323.52,4,4,2,O=C(Nc1c(O)c(Cl)cc(Cl)c1Cl)c1nc(=O)[nH][nH]1
3.809,3.858,71.97,431.484,5,0,6,CCOC(=O)N1CCN(C(=O)c2ccc(-c3ccc(Oc4ccccc4)cc3)nc2)CC1
4.125,4.13,51.66,414.857,4,0,7,COc1cc(OC)cc(N(Cc2c(F)cccc2Cl)C(=O)Cc2ccncc2)c1
3.59,3.59,90.46,405.516,4,0,3,Cc1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)CC(c1cccs1)C2
2.689,2.693,85.26,358.458,4,1,5,CC(C)NS(=O)(=O)c1ccc2c(c1)nc(-c1ccncc1)n2C(C)C
1.316,1.316,91.21,280.201,4,2,3,C[C@@H]1[C@@H](CO)[C@](O)(C(F)(F)F)c2cc([N+](=O)[O-])cn21
1.708,1.04,94.83,392.461,5,3,2,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)C1(F)[C@@]3(C)C=CC(=O)C=C3CC[C@]12[H]
1.62,1.62,140.47,261.263,5,3,3,O=C(Nc1nn[nH]n1)c1cc(-c2cccs2)[nH]n1
3.94,3.94,71.84,298.406,3,0,1,Cc1cc(C)n(-c2ncnc3sc4c(c23)CC(C)CC4)n1
1.48,1.48,98.25,393.457,5,1,5,COc1ccc(C)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)cn1C
4.073,4.062,62.55,380.395,4,0,3,COc1ccc(CN2C(=O)C3=C(C#N)c4ccccc4Oc4cccc2c43)cc1
2.116,2.116,112.72,351.765,5,1,4,O=[N+]([O-])c1ccc(CNC2=NS(=O)(=O)c3cc(Cl)ccc32)cc1
3.682,3.686,42.85,347.594,3,0,2,O=C(c1ccc2ncccc2c1)c1cncc(Br)c1Cl
1.318,1.318,108.57,335.355,5,2,6,CCOC(=O)c1[nH]c(C)c(C(=O)CN2C(=O)NC(C)(C)C2=O)c1C
3.63,3.377,52.65,387.559,2,1,10,CCN(CCCN1C(=O)CCC1(C)C(=O)NCCC(C)C)c1cccc(C)c1
4.27,4.27,101.6,532.624,6,0,8,CC(C)(C)OC(=O)N1CCCCC1CCOc1ccc2c(c1)CN(c1ccc(S(C)(=O)=O)cc1F)C2=O
3.141,3.141,68.02,291.389,3,1,4,CCc1noc(C2(NC(=O)C3CCCC3)CCCCC2)n1
1.556,1.557,179.08,478.542,7,2,9,Cc1ccc(S(=O)(=O)CCc2noc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)n2)cc1
3.834,3.834,41.61,269.3,2,0,1,N#Cc1cccc(-n2c3ccccc3c3ccncc32)c1
1.807,1.807,113.18,410.528,5,1,9,CCOC(=O)c1c(NC(=O)CCC(=O)N(CC)CC)sc2c1CC(C)(C)OC2
2.484,2.466,62.94,307.279,3,1,2,O=C(c1ccc(F)cc1)c1c2nc[nH]c(=O)c2c2ccccn12
3.751,3.751,17.07,218.335,1,0,1,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1
1.446,1.446,93.32,416.491,5,1,6,O=C1CC(c2ccc(S(=O)(=O)N3CCOC(COc4ccccc4)C3)cc2)CN1
3.909,3.909,58.44,418.531,3,0,6,CCC(=O)N1CCCC1c1nc2ccccc2n1CC(=O)N(c1ccccc1)C(C)C
2.036,2.036,77.24,257.288,3,2,3,COC(=O)Nc1ccc(-c2ccc(C)nc2N)cc1
3.31,2.025,3.24,254.166,1,0,3,Cc1ccc(/C(Br)=C/CN(C)C)cc1
2.663,1.699,63.69,349.468,5,1,6,COc1c(C)cnc(CN2CCC(NC(=O)OC(C)(C)C)CC2)c1C
-1.08,-1.307,91.02,273.29,4,2,2,NC(=O)C1CN(c2cc(=O)n3ccccc3n2)CCN1
0.879,0.923,104.4,389.51,5,1,7,CCOC(=O)N1CCN(C(=O)C2CCC(CNS(=O)(=O)CC)CC2)CC1
3.259,3.259,117.37,400.495,5,2,8,CCOc1ccc(CNC(=O)c2cc(-c3sc(C)nc3C)n[nH]2)cc1OCC
0.003,-1.469,102.1,340.372,6,1,8,CCOC1CC(N(C)C(=O)COCc2ocnc2C(=O)O)C1(C)C
3.485,3.482,69.23,386.508,3,1,5,O=S(=O)(CCC1Cc2ccccc2C1)N1CCN(c2cccc(O)c2)CC1
4.793,4.793,98.14,462.329,5,2,6,COc1cc(C(=O)Nc2c(C)cc(Cl)cc2C(=O)NC(C)C)n(-c2ncccc2Cl)n1
3.713,3.75,55.87,320.388,3,1,3,CC(C)n1c(C(O)c2nc3ccccc3n2C)nc2ccccc21
4.357,4.357,75.99,400.508,5,2,6,[H][C@]1(CC/C(C)=C/COc2ccc3ccc(=O)oc3c2)C(C)(C)[C@@H](O)CC[C@@]1(C)O
1.379,1.387,97.12,338.361,4,2,6,CC(CCc1ccccc1)NC(=O)c1noc(-c2ccc[nH]c2=O)n1
1.527,1.527,116.43,494.528,6,2,8,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCN(S(C)(=O)=O)CCN1)Cc1cc(F)c(F)cc1F
3.873,4.21,94.89,463.357,5,2,5,Cc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(O)C(=O)N(C)c2ccc(Cl)c(Cl)c2)c1
0.898,0.898,84.93,260.292,5,1,3,OC1(Cc2nc(-c3cnccn3)no2)CCCCC1
3.165,3.165,80.56,253.36,2,1,4,CCOC(=O)c1c(N)sc2c1CCC(CC)C2
0.771,0.805,116.24,317.32,5,3,3,O=c1[nH]c(O)ncc1S(=O)(=O)Nc1cccc2ccccc12
2.1,1.399,78.87,354.4,4,2,4,O=C(Nc1ccccc1OC1CCCC1)c1c(O)cc(=O)n2c1CCC2
1.571,1.572,79.45,276.354,3,1,5,COc1ccc(CC(=O)NCc2csc(C)n2)cc1
2.042,2.042,99.26,332.378,5,0,4,Cc1ccc(-n2ccnc2S(=O)(=O)Cc2noc(C)n2)c(C)c1
4.34,4.34,35.26,263.291,2,0,3,COc1ccc(C#Cc2nc3ccc(C)cc3o2)cc1
5.338,5.338,70.76,442.938,6,0,10,CCOc1cc(/C=N/n2cnnc2)cc(Cl)c1OCCOc1cc(C)ccc1C(C)C
2.37,2.37,120.62,467.602,5,1,9,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2cc(C)ccc2C)S(C)(=O)=O)cc1
4.538,4.538,93.94,460.495,4,2,6,Cc1cc(N2CCC(C(=O)NC(C)(C)C)CC2)nc(Nc2ccc(C#N)c(C(F)(F)F)c2)n1
2.829,1.649,87.97,407.512,5,2,4,O=c1ccc2cnc(Nc3cnn(C4CCNCC4)c3)nc2n1C1CCCCCC1
2.341,2.341,67.67,342.392,4,0,4,CCOC(=O)N1CCN(C(=O)c2cc(-c3ccccc3)nn2C)CC1
1.768,1.778,93.73,336.383,5,2,8,CC(=O)c1ccc(C(=O)NOCC(C)NC(=O)OC(C)(C)C)cc1
2.611,1.607,41.57,292.416,3,1,8,COc1ccccc1C(CC(=O)NCCN(C)C)C(C)C
0.729,0.729,82.84,427.255,4,1,3,Cc1c(NC(=O)c2cnn3cc(Br)cnc23)c(=O)n(-c2ccccc2)n1C
3.384,3.393,51.22,381.239,3,1,6,CC(Oc1ccc(F)cc1Br)C(=O)NCC(C)c1ccncc1
2.535,1.905,113.29,330.289,7,3,2,COc1c(O)cc2c(c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O
1.796,1.797,73.79,269.237,5,0,2,Fc1ccc(Cn2nnc3c2ncn2cnnc32)cc1
3.662,3.662,66.91,342.455,3,1,5,O=S(=O)(/N=C(\NC1CCCCC1)c1ccccc1)c1ccccc1
2.752,2.705,74.01,303.318,3,2,2,N=c1c2cnn(-c3ccccc3)c2[nH]c(=O)n1-c1ccccc1
4.343,4.343,138.19,434.981,5,1,6,CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(NC2CCCC2)s1
4.541,4.541,66.85,418.492,5,0,5,c1ccc(N(c2ccccc2)c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
1.06,-0.322,149.18,334.412,5,3,7,CCNC(=O)c1cc(S(=O)(=O)NC(C(=O)O)C(C)C)cs1
4.229,2.721,65.98,307.132,3,2,2,O=C(O)c1ccc(-c2nc3cc(Cl)c(Cl)cc3[nH]2)cc1
0.243,0.243,112.99,437.556,5,1,5,Cn1nc(CNC(=O)C2CC(=O)N(C3CCCCC3)C2)c2c1CCN(S(C)(=O)=O)C2
0.249,0.249,93.6,435.476,5,0,5,O=C(Cn1cnc(C2CC2)cc1=O)N1CCC(N2CC(=O)N(c3ccccc3)C2=O)CC1
-0.422,-0.228,152.35,430.499,6,3,9,CNS(=O)(=O)c1cn(CC(=O)NCc2ccccc2OC)cc1S(=O)(=O)NC
4.771,3.475,92.6,494.652,6,0,5,Cc1ccc(-c2ccc(-n3nc(C)c(S(=O)(=O)N4CCN(C5CCCCC5)CC4)c3C)nn2)cc1
1.623,1.623,76.9,320.407,3,0,4,Cc1ccc(C)c(CS(=O)Cc2cc(=O)n(C)c(=O)n2C)c1
2.293,2.307,139.85,367.428,5,2,3,CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4nc(N)ncc34)cc2s1
3.032,3.032,75.44,285.298,3,1,2,CC(C)(C)c1cc(-n2c(=O)[nH]c3ccccc3c2=O)no1
2.845,2.721,45.98,325.332,3,1,4,CN1CCC(Nc2ccn(-c3ncccc3C(F)(F)F)n2)CC1
4.201,4.2,106.26,418.492,5,2,7,CCOC(=O)C1CCN(Cc2nc(N)nc(Nc3ccc(C)cc3)n2)c2ccccc21
1.31,1.931,75.19,298.401,4,0,5,CC(C)CS(=O)(=O)CC(=O)n1cccc/c1=N\C(C)C
2.639,2.613,64.68,432.558,3,2,6,CC(C)Cn1cc(NC(=O)NC2CCN(Cc3ccccc3)CC2)c2ccccc2c1=O
3.625,3.37,71.17,378.471,5,0,3,Cc1nnc(-c2nnc(N3CCN(C4CCCCC4)CC3)c3ccccc23)o1
4.781,4.568,104.27,531.001,8,1,9,COc1cc(Nc2ncnc3cc(OC)c(OCC4CN(C(=O)OC(C)(C)C)CCO4)cc23)ccc1Cl
2.715,2.716,99.88,447.591,5,2,7,CCc1cc2c3c([nH]c2cc1S(=O)(=O)NCCCN1CCOCC1)CC(C)(C)CC3=O
2.574,2.574,95.04,327.404,3,1,3,Cc1cnn(C2CCN(C(=O)c3ccc(-c4cc[nH]n4)s3)C2)c1
1.686,0.554,66.58,314.419,3,2,3,CC1(C)CC(NS(=O)(=O)c2ccccc2F)CC(C)(C)N1
-0.315,-0.211,90.83,343.442,5,1,4,CCn1nc(C)cc1S(=O)(=O)NC1CCOC2(CCOCC2)C1
2.433,2.384,63.38,338.192,4,0,3,CC(C)n1ncc2c(=O)n(Cc3ncc(Cl)cc3Cl)cnc21
1.411,1.411,77.1,306.314,5,1,2,COc1cc(OC)c2c(c1)C(=O)NN1C(=O)OC(C)(C)C21C
2.74,1.444,91.56,364.411,4,3,6,Cc1c(C(=O)NC(C(=O)O)C(C)C)c2cc(F)ccc2n1CC(C)(C)O
0.25,0.25,72.8,272.248,3,3,2,O=C(Nc1cc(F)cc(F)c1)N1CCC(O)(CO)C1
2.194,2.194,118.77,519.43,6,1,7,COc1cc(Br)c(S(=O)(=O)NC2CCN(S(=O)(=O)c3ccccc3)CC2)cc1OC
3.077,3.213,99.35,383.202,4,3,3,O=C(Nc1n[nH]c2cc(Br)ccc12)c1cc(-c2cccnc2)[nH]n1
2.571,2.571,110.95,458.574,4,2,5,Cc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3c[nH]c(C(=O)N4CCCC4)c3)C2)c1C
2.749,2.749,67.14,416.472,4,0,3,Cc1ccc2nc3c(cc(C(=O)N4COCC4(C)C)n3Cc3ccccc3)c(=O)n2c1
3.434,3.434,67.34,362.854,4,1,4,CC(C)(C)OC(=O)NC1CCN(c2nnc(Cl)c3ccccc23)CC1
2.627,2.627,85.24,348.44,5,2,3,C/C(NN1CCCCCC1)=C1\C(=O)N(C2CCCCC2)C(=O)N=C1O
2.856,2.856,54.88,257.263,3,1,2,O=C1CCCc2nc(Nc3ccc(F)cc3)ncc21
4.442,4.442,44.65,378.464,4,1,6,CCOc1cc2c(cc1OCC)-n1cccc1C(c1ccccc1OC)NC2
2.702,2.574,61.44,356.258,3,2,5,CC(C)NC(=O)NC(=O)C(C)N(C)Cc1ccccc1Br
3.792,3.791,54.19,322.404,2,1,8,CCN(CCCNc1nc(-c2ccccc2)no1)c1ccccc1
3.275,3.251,128.44,397.517,4,2,7,CNc1nc(CNc2nc(COC)nc3scc(-c4ccccc4)c23)cs1
3.447,3.447,48.13,331.411,2,2,1,CCN1C(=O)C2(NC(C)Cc3c2[nH]c2ccccc32)c2ccccc21
4.488,4.488,73.0,336.361,4,0,2,O=C1OCc2c(-c3ccccc3)sc(-c3ccc4c(c3)OCO4)c21
1.79,2.391,102.79,405.485,7,1,7,CC(C)(C)OC(=O)C1C(=O)CC(C)(O)C(C(=O)OC(C)(C)C)C1c1cccnc1
3.55,3.55,34.14,284.393,2,0,0,C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12
5.802,5.802,41.13,303.421,1,0,3,CCCc1nc(-c2ccc3ccccc3c2)cc2ccsc12
1.422,1.434,72.36,339.388,3,2,5,COc1cc(=O)[nH]cc1C(=O)NCCc1cn(C)c2cc(C)ccc12
3.028,3.028,78.35,342.435,4,2,3,O=c1ccc2cnc(N[C@H]3CC[C@H](O)CC3)nc2n1C1CCCCC1
3.894,3.894,85.32,433.503,4,1,6,CCCn1c(=O)c2ccc(C(=O)NC(C)C)cc2n2c(=O)n(Cc3ccc(C)cc3)nc12
1.319,1.328,79.54,368.43,4,0,1,Cc1noc2nc3c(c(C(=O)N4CCC5(CCCN(C)C5=O)C4)c12)CCC3
4.539,4.539,118.61,430.522,2,4,6,Nc1cc(S(=O)(=O)c2ccc(Nc3ccccc3)c(N)c2)ccc1Nc1ccccc1
3.043,2.94,89.08,372.465,4,1,4,Cc1cnn(C2CCCC2)c1NC(=O)N1CCC[C@H]1c1nc(C(C)C)no1
2.869,2.869,92.26,450.51,4,1,2,Cn1c(=O)oc2cc(S(=O)(=O)N3CCC4(CC3)Nc3ccccc3-n3cccc34)ccc21
0.907,0.904,75.35,291.392,4,1,4,CC(C)(C)CCN1CCN(C(=O)c2nccnc2N)CC1
4.033,2.561,68.01,315.754,4,1,3,CCn1nccc1-c1cc(C(=O)O)c2ccc(Cl)c(C)c2n1
2.967,2.967,68.18,293.343,3,0,2,C1=Cn2nc(/C=C/c3cccs3)nc2-c2ccccc2O1
2.436,2.54,81.75,428.483,4,2,8,O=C(CCn1[nH]c(=O)c2ccccc2c1=O)NN(Cc1ccccc1)Cc1ccccc1
0.536,0.584,112.66,342.372,5,1,4,COc1cc(=O)n(C)cc1C(=O)Nc1nc(-c2ccccn2)cs1
4.46,4.46,72.47,387.428,4,1,8,CCC(=O)Nc1ccc(C(=O)OCc2ccc(C(=O)c3ccccc3)cc2)cc1
2.215,1.285,92.94,477.476,5,1,7,COC(=O)c1ccc(C(=O)N2CCCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2)cc1
2.305,1.701,101.06,382.478,5,0,6,CC(C)CN1CCN(S(=O)(=O)c2ccc(-c3nnc(C(C)C)o3)o2)CC1
3.307,3.376,55.73,326.351,3,1,2,C1=Cn2nc(/C=C/c3c[nH]c4ccccc34)nc2-c2ccccc2O1
0.195,0.191,94.03,320.387,4,3,6,Cc1nc2cc(=O)[nH]n2c(C)c1CCC(=O)N[C@H](CO)C(C)C
3.555,2.394,55.88,318.372,3,1,3,c1ccc2c(c1)oc1c(-c3cn(C[C@H]4CCCN4)nn3)cccc12
4.835,4.731,48.78,349.19,2,2,3,Fc1cn/c(=N/c2ccccc2Cl)[nH]c1Nc1ccccc1Cl
3.002,3.002,66.48,312.363,3,1,5,C/C=C/Cn1c(C(=O)c2ccccc2)c(C(C)C)c(=O)[nH]c1=O
3.367,3.367,40.71,289.374,2,2,3,c1ccc(C(c2ccccc2)c2n[nH]c3c2CNCC3)cc1
2.902,2.902,129.39,442.593,5,1,7,CCC(C)OC(=O)c1c(NC(=O)C2CCN(S(C)(=O)=O)CC2)sc2c1CCCC2
2.844,2.844,51.66,316.395,4,0,4,CCOC(=O)C1CCN(c2nccc3c2OC(C)(C)C=C3)CC1
3.258,3.258,62.75,298.441,3,1,6,Cc1cc(C(C)(C)C)cc(C)c1CS(=O)(=O)CCCO
1.494,1.482,89.35,399.487,5,1,6,Cc1nc(C)n(C(C)CNC(=O)CN2C(=O)COc3ccc(C(C)(C)C)cc32)n1
1.587,1.602,70.56,311.378,3,2,4,O=C(Cc1cnc[nH]c1=O)N[C@@H]1CCCC[C@H]1c1ccccc1
4.489,4.49,72.37,401.481,3,1,4,Cc1ccn(-c2ccc(NS(=O)(=O)c3ccc4c(c3)Cc3ccccc3-4)cc2)n1
0.829,0.829,134.44,268.315,5,1,2,Cc1nnsc1C(=O)Nc1onc2c1CSC2
4.051,4.023,138.1,488.623,6,1,7,CC(C)OC(=O)N1CCC(CNc2ncnc3c(-c4ccc(S(C)(=O)=O)cc4)csc23)CC1
4.96,4.958,100.95,458.574,5,0,5,CC(C)n1c(=O)c2cn(S(=O)(=O)c3ccc(C4CCCCC4)cc3)nc2n(C(C)C)c1=O
2.025,2.953,53.46,312.413,3,0,4,Cc1nn(C)cc1-c1cncn1C(C)Cc1c(C)nn(C)c1C
-0.125,-0.125,102.99,384.404,7,0,3,COc1c2c(c(S(=O)(=O)N3CCOCC3)c3c1C(=O)N(C)CC3)OCO2
3.501,3.501,66.4,376.384,4,0,4,Cc1ccccc1Cn1c(=O)n(Cc2ccc(F)cc2)c(=O)c2nccnc21
3.915,3.567,136.43,621.732,7,2,6,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
-0.479,-0.471,135.44,353.289,6,3,4,O=C(NCc1nc(-c2ccc[nH]c2=O)no1)c1ccc2[nH]c(=O)oc2c1
4.385,4.384,71.81,433.092,5,2,5,COc1ccc(OCCc2c(O)nc(C)c(Br)c2O)cc1Br
2.15,1.406,81.01,366.518,4,1,6,NCCN(C1CCOCC1)S(=O)(=O)c1ccc(C2CCCCC2)cc1
2.123,2.133,113.18,410.273,5,2,4,[H][C@](C)(C(=O)NOC(C)(C)C)N1C(=O)Nc2cc(Cl)cc(Cl)c2S1(=O)=O
4.473,4.491,111.82,492.64,4,1,6,CCc1ccc(-c2nc3sc(N4CCN(C(=O)c5ccnn5C)CC4)nn3c2NC(C)(C)C)cc1
4.702,4.701,91.18,391.213,5,0,2,N#Cc1ccc2nc(-n3cncn3)c(-c3ccc(Cl)cc3Cl)c(C#N)c2c1
2.949,2.926,83.15,479.407,4,0,4,C[C@@H](c1cn(-c2cccc[n+]2[O-])c(=O)c2c(C(F)(F)F)cccc12)N1C(=O)c2ccccc2C1=O
4.224,4.224,37.38,315.365,2,0,4,CN(C(=O)c1ccc(C(=O)c2ccccc2)cc1)c1ccccc1
2.978,2.978,94.06,406.496,5,0,9,CCOC(=O)c1c(C)c(C(=O)CN(C)S(=O)(=O)c2ccccc2)c(C)n1CC
3.75,3.75,106.72,501.165,5,2,5,CC(C)NC(=O)c1c(Cl)nn(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
3.113,3.113,68.77,311.382,3,1,5,Cn1cc(-c2cccc(CNc3nnc(C(C)(C)C)o3)c2)cn1
3.636,3.892,82.59,303.422,3,1,4,CCc1n[nH]c(=O)c(-c2nc(C3CCCC3)cs2)c1CC
-0.949,-0.949,93.27,323.348,4,1,3,Cn1c(=O)c2c(n(C)c1=O)n(CC(=O)NC(C)(C)C)c(=O)n2C
3.847,3.847,92.88,373.489,4,0,5,COc1ccc(Cc2nc(-c3ccc(S(C)(=O)=O)cc3)c(C)s2)cc1
2.658,2.603,105.79,489.584,7,1,9,CCCNS(=O)(=O)c1ccc(OCC(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)c(C)c1
2.169,0.698,101.08,371.356,5,2,7,COCCNS(=O)(=O)c1cc(C(=O)O)cc(-c2cccc(F)c2F)c1
4.343,4.279,94.81,523.073,5,3,7,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2N)n1
2.16,2.324,144.22,405.514,4,1,4,O=C(Nc1nccs1)C1Cc2ccccc2CN1S(=O)(=O)c1cccs1
3.512,3.501,55.24,301.524,4,1,2,Oc1ccccc1Oc1ncc(Br)c(Cl)n1
1.436,1.436,84.98,319.402,3,2,6,CCC(NC(=O)NCCc1cnn(C)c1C)c1c(C)noc1C
3.533,3.562,94.49,442.919,5,1,7,COc1ccc(Cl)cc1S(=O)(=O)NCCn1c(-c2ccncc2)nc2ccccc21
4.146,4.146,93.47,377.501,4,1,4,Cc1nc(C2(NS(=O)(=O)c3c(C)c(C)c(C)c(C)c3C)CCCC2)no1
2.598,2.602,121.18,306.406,4,0,4,Cc1csc(-c2noc(Cc3csc(C(C)C)n3)n2)n1
0.807,0.144,40.62,256.729,3,0,3,CN(C)CCN1C(=O)C2CC=C(Cl)CC2C1=O
4.245,4.245,96.76,385.422,4,3,5,Cc1cccc(NC(=O)Nc2ccc(Nc3ccc(-n4cccn4)nn3)cc2)c1
2.068,2.068,58.64,346.808,3,1,4,COc1cc(=O)n2c(c1C(=O)NCc1ccccc1Cl)CCCC2
3.437,3.437,122.56,368.386,4,2,8,Nc1noc2cc(OCCCCCOc3ccc4c(N)noc4c3)ccc12
5.097,5.097,74.73,471.563,2,1,5,COCCCNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cc(F)cc(F)c1
6.737,5.956,69.7,628.798,7,0,10,CCOc1ccc(C(=O)N2CCc3cc(OC)c(OC)cc3C2CC2CC3c4cc(OC)c(OC)cc4CCN3CC2CC)cc1
-0.187,-0.124,126.16,366.497,5,2,6,CS(=O)(=O)NCC1CCC(C(=O)NCC2CCS(=O)(=O)C2)CC1
4.035,4.035,95.85,434.44,5,0,4,COc1ccc(C(=O)C2=CN(c3ccc(C#N)cc3)c3cc(F)ccc3S2(=O)=O)cc1
2.444,2.443,33.95,281.152,2,0,3,CN(Cc1cc(Br)cn1C)c1ncccn1
4.152,2.748,32.7,379.535,3,1,4,CC1(C)CC2(CCCN(CC(O)(c3ccccc3)c3ccccc3)C2)CCO1
5.697,4.212,68.31,532.67,6,0,14,COC(=O)c1ccc(/C=C(\COc2cccc3ccccc23)CN(CCCN(C)C)C(=O)OC(C)(C)C)cc1
3.082,3.082,38.92,258.291,2,0,2,CC1=CCC(c2nnco2)C(c2ccc(F)cc2)C1
3.747,3.757,47.04,285.728,3,1,3,COc1ccccc1Nc1cnnc2c(Cl)cccc12
3.94,3.862,48.14,362.321,3,1,3,NCC1Cc2cc(F)cc(-c3ccnc4c(C(F)(F)F)cccc34)c2O1
2.61,2.611,59.73,314.429,4,0,3,Cc1nc(C(C)(C)C)nc(N2CCC(n3cncn3)CC2)c1C
3.996,3.996,81.02,438.539,4,0,5,CC(C)c1oc(C2CCCN2S(=O)(=O)c2ccc3c(c2)COC3)nc1-c1ccccc1
2.275,2.391,50.16,332.484,2,1,5,Cc1cnc(CC2CCCN(C(=O)NC(C)(C)C)C2)n1CC1CC1
2.774,2.773,57.28,365.472,5,1,6,CCOc1ccccc1CN1CCN(Cc2c[nH]c3nccnc23)C(C)C1
3.113,3.113,53.99,328.359,5,0,5,COc1cc(OC)cc(C2CC(=O)c3cc(OC)cc(OC)c32)c1
3.087,3.117,72.39,351.399,5,0,3,CC12CCC(C(=O)N(c3ccccn3)c3ccccn3)(OC1=O)C2(C)C
0.848,0.841,80.23,311.241,5,1,4,CNC(=O)/C(=C/OC)n1c(-c2ccc(F)cc2F)noc1=O
3.808,3.808,74.86,452.15,3,1,4,CN(C)S(=O)(=O)c1cc(C(=O)Nc2ccc(Br)cc2)c(Cl)cc1Cl
3.322,3.322,95.26,342.455,4,1,4,Cc1cc(=O)[nH]c(SCC(=O)C23CC4CC(CC(C4)C2)C3)c1C#N
3.903,3.901,29.85,297.782,2,1,1,Cn1nc(-c2cccc3c2CCNC3)c2c(Cl)cccc21
4.153,4.348,75.18,384.409,3,2,5,Fc1ccc(-c2n[nH]cc2Cn2cnc(-c3ccccc3)c2-c2ncc[nH]2)cc1
1.979,1.979,40.62,278.39,2,0,2,CC1CN(C(=O)C2CCC2)C(C)CN1C(=O)C1CCC1
-0.473,0.124,82.2,312.388,4,0,3,CC(C(=O)N(C)C)S(=O)(=O)N1CCN(C)c2ccncc21
3.068,3.068,92.32,409.818,7,1,8,COC(=O)c1cc(Cl)c(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC
4.669,4.669,64.43,429.443,4,0,6,O=C(Cn1nc(C(=O)N2CCc3ccccc32)c2cc(F)ccc21)OCc1ccccc1
0.37,0.463,110.5,356.336,5,0,3,Cc1cc(-c2nnc(Cn3cnc4c3c(=O)n(C)c(=O)n4C)o2)c(C)o1
3.383,3.034,70.15,308.401,3,0,1,c1cc2c(cn1)CN(c1ncnc3sc4c(c13)CCCC4)C2
2.928,1.996,75.3,380.846,5,0,5,CN(C)CCOc1cc(N2C(=O)c3ccccc3S2(=O)=O)ccc1Cl
1.971,1.95,62.47,326.393,4,0,2,Cc1nc(N2CCN(C)CC2)nc2c1C(=O)CC(c1ccco1)C2
